,name,code,rarity,min_price,avg_price
2,Rainbow Gravity,SGX1,Common,0.25,1.16
3,Rainbow Gravity,LCGX,Common,0.35,1.35
4,Rainbow Gravity,RYMP,Common,0.35,1.36
0,Mystical Shine Ball,GFP2,Ultra Rare,0.39,1.91
1,Mystical Shine Ball,OP05,Common,0.49,1.78
2,Mystical Shine Ball,SDLS,Common,0.68,1.76
3,Mystical Shine Ball,DR2-,Common,0.69,3.06
4,Mystical Shine Ball,AST-,Common,0.69,1.74
5,Mystical Shine Ball,LCYW,Super Rare,1.07,2.34
6,Mystical Shine Ball,BATT,Starfoil Rare,84.99,84.99
0,Zombie Reborn,DIFO,Super Rare,1.08,1.71
0,Chronomaly Magella Globe,MP22,Common,0.42,1.13
1,Chronomaly Magella Globe,DAMA,Super Rare,0.5,1.69
0,Crystal Seer,SGX1,Common,0.25,1.18
1,Crystal Seer,SDSC,Common,0.49,1.32
2,Crystal Seer,TAEV,Ultra Rare,1.09,1.89
3,Crystal Seer,SBSC,Super Rare,1.49,1.9
4,Crystal Seer,TAEV,Ultimate Rare,1.58,1.91
0,Elemental HERO Sunrise,LDS3,Secret Rare,2.61,5.37
1,Elemental HERO Sunrise,LED6,Ultra Rare,2.97,4.54
0,Hourglass of Life,SGX1,Common,0.25,1.18
0,Earthbound Immortal Uru,LDS3,Common,0.54,1.16
1,Earthbound Immortal Uru,LC5D,Super Rare,3.23,4.74
2,Earthbound Immortal Uru,SOVR,Ultra Rare,5.0,6.6
3,Earthbound Immortal Uru,SOVR,Ultimate Rare,5.0,6.51
0,Abyss Shark,LED9,Ultra Rare,3.8,6.92
0,Vaylantz Dominator Duke,TAMA,Rare,0.5,1.74
0,Called by the Grave,FLOD,Common,0.89,2.12
1,Called by the Grave,SDAZ,Common,1.0,2.3
2,Called by the Grave,MAGO,Rare,1.94,3.22
3,Called by the Grave,DUDE,Ultra Rare,2.27,4.23
4,Called by the Grave,EXFO,Super Rare,2.49,4.45
5,Called by the Grave,MP19,Prismatic Secret Rare,10.99,15.26
0,Proof of Pruflas,MP22,Rare,0.29,1.14
1,Proof of Pruflas,LIOV,Super Rare,0.49,1.96
0,Aussa the Earth Channeler,POTE,Ultra Rare,0.99,1.65
1,Aussa the Earth Channeler,POTE,Starlight Rare,1.18,1.62
0,Elemental HERO Liquid Soldier,LDS3,Secret Rare,9.05,11.0
1,Elemental HERO Liquid Soldier,LED6,Ultra Rare,11.99,23.93
0,Screams of the Branded,LIOV,Common,0.27,1.61
1,Screams of the Branded,MP22,Super Rare,0.4,1.14
2,Screams of the Branded,SDAZ,Common,0.54,1.11
0,Advanced Ritual Art,GFP2,Ultra Rare,0.58,1.47
1,Advanced Ritual Art,STON,Common,1.12,1.8
2,Advanced Ritual Art,THSF,Super Rare,1.24,1.68
3,Advanced Ritual Art,PGL2,Gold Rare,1.34,2.84
4,Advanced Ritual Art,AP05,Super Rare,1.67,3.01
5,Advanced Ritual Art,DUSA,Ultra Rare,1.7,2.4
6,Advanced Ritual Art,STP3,Common,1.77,2.23
7,Advanced Ritual Art,SS04,Ultra Rare,1.94,4.19
8,Advanced Ritual Art,TU04,Rare,1.98,3.79
9,Advanced Ritual Art,DT06,Duel Terminal Normal Parallel Rare,4.45,6.31
0,Absolute King Back Jack,TAMA,Rare,0.53,1.15
1,Absolute King Back Jack,SR06,Common,1.62,1.81
2,Absolute King Back Jack,PGL2,Gold Secret Rare,2.29,4.78
0,Vaylantz Genesis Grand Duke,TAMA,Super Rare,0.33,1.67
0,Ancient Gear Castle,SGX1,Common,0.25,1.19
1,Ancient Gear Castle,SD10,Common,0.79,1.73
2,Ancient Gear Castle,SOI-,Super Rare,0.97,1.85
3,Ancient Gear Castle,SR03,Common,0.99,2.12
4,Ancient Gear Castle,SOI-,Ultimate Rare,1.42,1.76
5,Ancient Gear Castle,DR04,Super Rare,5.47,8.73
0,Power Tool Dragon,LC5D,Common,0.99,4.02
1,Power Tool Dragon,HAC1,Secret Rare,1.46,3.99
2,Power Tool Dragon,CT06,Secret Rare,5.09,12.24
3,Power Tool Dragon,RGBT,Ultra Rare,5.92,18.67
4,Power Tool Dragon,RGBT,Ultimate Rare,5.92,16.62
5,Power Tool Dragon,RGBT,Ghost Rare,5.92,16.72
0,Earthbound Immortal Cusillu,LDS3,Common,0.54,1.16
1,Earthbound Immortal Cusillu,LC5D,Super Rare,1.5,2.58
2,Earthbound Immortal Cusillu,ANPR,Ultra Rare,1.99,5.28
3,Earthbound Immortal Cusillu,ANPR,Ultimate Rare,1.99,4.4
0,Scatter Fusion,POTE,Super Rare,0.43,1.61
0,Tanngnjostr of the Nordic Beasts,STOR,Rare,0.5,1.35
1,Tanngnjostr of the Nordic Beasts,LEHD,Common,0.99,1.22
2,Tanngnjostr of the Nordic Beasts,OP18,Common,1.02,1.51
3,Tanngnjostr of the Nordic Beasts,LC5D,Secret Rare,3.18,4.24
0,Gullveig of the Nordic Ascendant,OP18,Common,1.0,1.54
1,Gullveig of the Nordic Ascendant,LEHD,Ultra Rare,1.11,1.83
0,Cipher Twin Raptor,GFP2,Ultra Rare,0.29,1.6
1,Cipher Twin Raptor,INOV,Common,0.35,1.21
2,Cipher Twin Raptor,DPDG,Rare,0.35,1.69
3,Cipher Twin Raptor,MP17,Common,0.58,1.75
0,Crystal Keeper,SDCB,Common,0.37,1.12
1,Crystal Keeper,MP19,Common,0.64,1.6
2,Crystal Keeper,FLOD,Common,0.99,1.22
0,The Sanctuary in the Sky,GFP2,Ultra Rare,0.39,1.23
1,The Sanctuary in the Sky,SDLS,Common,0.49,1.74
2,The Sanctuary in the Sky,SR05,Common,0.69,1.66
3,The Sanctuary in the Sky,DR2-,Common,1.29,2.06
4,The Sanctuary in the Sky,AST-,Super Rare,1.99,4.34
0,Vision HERO Minimum Ray,GFP2,Ultra Rare,0.33,1.69
1,Vision HERO Minimum Ray,BLHR,Ultra Rare,0.9,1.93
0,Geri the Runick Fangs,TAMA,Super Rare,0.39,1.61
0,Flamvell Dragnov,HAC1,Common,0.25,1.66
1,Flamvell Dragnov,HA01,Super Rare,0.35,1.4
2,Flamvell Dragnov,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.74
3,Flamvell Dragnov,DT01,Duel Terminal Normal Parallel Rare,1.0,1.0
0,Ancient Flamvell Deity,HAC1,Common,0.33,1.19
1,Ancient Flamvell Deity,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.14
2,Ancient Flamvell Deity,HA04,Secret Rare,1.19,1.39
3,Ancient Flamvell Deity,DT04,Duel Terminal Ultra Parallel Rare,2.65,6.71
0,Plunder Patroll Shipyarrrd,GFP2,Ultra Rare,0.65,1.4
1,Plunder Patroll Shipyarrrd,IGAS,Rare,0.66,1.52
0,Apex Predation,BODE,Common,0.25,1.76
1,Apex Predation,MP22,Ultra Rare,0.39,1.15
0,Grandtusk Dragon,POTE,Super Rare,0.43,1.69
0,Jar of Avarice,SGX1,Common,0.54,1.2
1,Jar of Avarice,LDK2,Common,0.83,1.56
2,Jar of Avarice,MP16,Secret Rare,0.99,1.86
3,Jar of Avarice,YS17,Common,1.0,1.64
4,Jar of Avarice,SS03,Ultra Rare,1.18,1.72
5,Jar of Avarice,SR03,Common,1.24,1.64
6,Jar of Avarice,CROS,Secret Rare,1.95,3.16
0,The Fabled Abanc,BLVO,Common,0.43,1.65
1,The Fabled Abanc,MP22,Common,0.46,1.14
0,Myutant Mutant,BACH,Common,0.33,1.68
0,Evil HERO Infernal Sniper,LDS3,Common,0.53,1.16
1,Evil HERO Infernal Sniper,DP06,Super Rare,1.97,2.67
2,Evil HERO Infernal Sniper,LCGX,Ultra Rare,2.44,4.03
0,"Whitebeard, the Plunder Patroll Helm",GFP2,Ultra Rare,0.59,1.48
1,"Whitebeard, the Plunder Patroll Helm",IGAS,Ultra Rare,0.81,4.44
0,Dramaturge of Despia,MP22,Prismatic Secret Rare,0.39,1.52
1,Dramaturge of Despia,DAMA,Ultra Rare,1.0,2.14
2,Dramaturge of Despia,GFP2,Ultra Rare,1.0,1.79
0,Tenyi Spirit - Mapura,RIRA,Rare,0.35,1.68
1,Tenyi Spirit - Mapura,GFP2,Ultra Rare,0.46,1.56
2,Tenyi Spirit - Mapura,MP20,Common,0.64,1.65
0,Imprudent Intrusion,BACH,Common,0.25,1.74
0,E.M.R.,MP22,Common,0.46,1.12
1,E.M.R.,BLVO,Super Rare,0.75,1.79
0,Despian Tragedy,MP22,Common,0.25,1.21
1,Despian Tragedy,DAMA,Common,0.49,1.3
2,Despian Tragedy,GFP2,Ultra Rare,1.46,2.05
0,Albaz the Ashen,POTE,Super Rare,0.83,1.78
0,Haunted Shrine,SR07,Common,0.99,2.2
1,Haunted Shrine,STP3,Common,3.03,3.89
2,Haunted Shrine,SBTK,Ultra Rare,9.93,11.32
0,D - Counter,SGX1,Common,0.54,1.16
1,D - Counter,LCGX,Common,0.99,2.3
2,D - Counter,DP05,Super Rare,1.47,2.11
0,Starving Venom Predapower Fusion Dragon,DIFO,Ultra Rare,1.29,3.38
0,Vaylantz Voltage Viscount,TAMA,Rare,0.5,1.8
0,Danger! Disturbance! Disorder!,BODE,Common,0.4,1.74
1,Danger! Disturbance! Disorder!,MP22,Ultra Rare,0.54,1.18
0,Floowandereeze & Stri,MP22,Super Rare,0.5,1.2
1,Floowandereeze & Stri,BODE,Common,1.09,1.78
0,Ancient Gear Knight,SGX1,Common,0.54,1.16
1,Ancient Gear Knight,BP02,Common,0.99,1.32
2,Ancient Gear Knight,BP01,Common,1.13,1.57
3,Ancient Gear Knight,BP01,Starfoil Rare,1.16,1.57
4,Ancient Gear Knight,BP02,Mosaic Rare,1.19,1.55
5,Ancient Gear Knight,BP03,Rare,1.21,1.62
6,Ancient Gear Knight,BP03,Shatterfoil Rare,1.21,1.65
7,Ancient Gear Knight,SR03,Common,1.23,1.54
8,Ancient Gear Knight,GLAS,Common,1.24,1.72
0,Exosister Pax,GRCR,Ultra Rare,12.99,19.69
1,Exosister Pax,GRCR,Collector's Rare,13.0,18.64
0,"Dunnell, the Noble Arms of Light",GRCR,Rare,0.29,1.86
0,"Eanoc, Sentry of the Ghoti",POTE,Common,0.5,1.65
0,Magician's Robe,LDS3,Common,0.54,1.22
1,Magician's Robe,MP17,Common,1.13,1.67
2,Magician's Robe,TDIL,Common,1.2,1.35
3,Magician's Robe,LEDD,Common,1.24,1.76
4,Magician's Robe,OP12,Common,1.55,2.24
5,Magician's Robe,SHVI,Super Rare,2.15,3.44
0,Hunter Dragon,SGX1,Common,0.25,1.18
1,Hunter Dragon,YS14,Common,0.58,1.5
2,Hunter Dragon,TAEV,Rare,0.79,1.86
0,Magicians' Combination,LDS3,Ultra Rare,0.95,1.49
1,Magicians' Combination,LED6,Ultra Rare,2.27,5.97
0,Kaiza the Hidden Star,BACH,Common,0.33,1.71
0,Ocean Dragon Lord - Kairyu-Shin,LED9,Ultra Rare,0.66,2.21
0,"Spirit Message ""A""",LDS3,Common,0.29,1.18
1,"Spirit Message ""A""",RP02,Common,0.49,2.3
2,"Spirit Message ""A""",DPRP,Common,0.65,1.71
3,"Spirit Message ""A""",LON-,Rare,1.1,1.78
4,"Spirit Message ""A""",DB2-,Common,1.24,1.71
5,"Spirit Message ""A""",LON-,Rare,2.56,6.16
6,"Spirit Message ""A""",LON-,Rare,4.4,4.4
0,Elemental HERO Steam Healer,SGX1,Common,0.54,1.47
1,Elemental HERO Steam Healer,LCGX,Rare,2.97,4.01
2,Elemental HERO Steam Healer,DP1-,Ultra Rare,4.24,18.25
0,Elemental HERO Rampart Blaster,SGX1,Common,0.54,1.25
1,Elemental HERO Rampart Blaster,DP1-,Rare,1.24,1.82
2,Elemental HERO Rampart Blaster,LCGX,Super Rare,2.34,3.62
3,Elemental HERO Rampart Blaster,EEN-,Ultra Rare,3.5,10.56
4,Elemental HERO Rampart Blaster,EEN-,Ultimate Rare,3.5,8.55
5,Elemental HERO Rampart Blaster,DR04,Rare,13.99,36.49
0,Dinomorphia Brute,BACH,Common,0.33,1.59
0,Chimeratech Megafleet Dragon,GFP2,Ultra Rare,0.64,1.77
1,Chimeratech Megafleet Dragon,LEDD,Ultra Rare,0.83,1.74
2,Chimeratech Megafleet Dragon,BLAR,Secret Rare,1.74,3.66
0,Decode Talker Heatsoul,GFP2,Ultra Rare,1.0,2.72
0,Odd-Eyes Pendulumgraph Dragon,DIFO,Secret Rare,1.89,2.97
0,Tearlaments Reinoheart,POTE,Ultra Rare,13.53,20.53
0,Ultimate Earthbound Immortal,LDS3,Common,0.29,1.14
1,Ultimate Earthbound Immortal,LED5,Rare,0.35,1.73
0,Salamangreat Blaze Dragon,GFP2,Ultra Rare,0.69,1.91
0,Fabled Urustos,HAC1,Common,0.42,1.69
1,Fabled Urustos,HA03,Super Rare,0.99,1.29
2,Fabled Urustos,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.74
3,Fabled Urustos,DT03,Duel Terminal Normal Parallel Rare,17.65,17.65
0,Brute Enforcer,GFP2,Ultra Rare,0.54,1.9
0,Fossil Machine Skull Wagon,GFP2,Ultra Rare,0.39,1.66
0,Tenyi Spirit - Ashuna,MP20,Common,0.63,2.14
1,Tenyi Spirit - Ashuna,GFP2,Ultra Rare,0.85,1.63
2,Tenyi Spirit - Ashuna,CHIM,Rare,1.06,1.7
0,Ghostrick Festival,BACH,Common,0.33,1.61
0,Quintet Magician,GFP2,Ultra Rare,1.36,1.94
1,Quintet Magician,DUPO,Ultra Rare,1.97,4.04
0,Crystal Beast Rainbow Dragon,SDCB,Ultra Rare,0.55,1.29
1,Crystal Beast Rainbow Dragon,GFP2,Ultra Rare,0.82,1.71
0,Hydrogeddon,SGX2,Common,0.25,1.2
1,Hydrogeddon,SGX1,Common,0.54,1.16
2,Hydrogeddon,SD09,Common,0.88,1.19
3,Hydrogeddon,EEN-,Common,0.97,1.2
4,Hydrogeddon,LEDU,Common,0.98,1.22
5,Hydrogeddon,SGX1,Secret Rare,1.03,1.17
6,Hydrogeddon,LCGX,Ultra Rare,1.37,2.06
7,Hydrogeddon,CP04,Super Rare,18.49,38.12
8,Hydrogeddon,DR04,Super Rare,49.99,69.68
0,Marincess Sleepy Maiden,LED9,Rare,0.33,1.17
0,Libromancer Fireburst,DIFO,Ultra Rare,0.67,1.56
0,Breath of Acclamation,MP22,Ultra Rare,0.37,1.14
1,Breath of Acclamation,BLVO,Common,0.4,1.79
2,Breath of Acclamation,OP16,Common,0.86,1.31
0,Dragunity Primus Pilus,HAC1,Common,0.42,1.75
1,Dragunity Primus Pilus,SDDL,Common,0.65,1.24
2,Dragunity Primus Pilus,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.82
3,Dragunity Primus Pilus,DT04,Duel Terminal Super Parallel Rare,0.99,0.99
4,Dragunity Primus Pilus,HA04,Secret Rare,1.12,1.36
0,Armory Arm,TU06,Rare,0.92,5.09
1,Armory Arm,HAC1,Secret Rare,1.0,3.18
2,Armory Arm,DP08,Ultra Rare,2.99,10.14
3,Armory Arm,LC5D,Secret Rare,3.76,10.71
0,Branded Banishment,DIFO,Super Rare,2.26,4.54
0,D/D/D Vice King Requiem,GFP2,Ultra Rare,0.33,1.54
0,Pazuzule,DAMA,Common,0.25,1.74
1,Pazuzule,MP22,Common,0.25,1.1
0,Pain Painter,OP19,Super Rare,1.03,1.52
1,Pain Painter,GENF,Secret Rare,2.99,8.54
0,Number C101: Silent Honor DARK,LED9,Common,0.29,1.75
1,Number C101: Silent Honor DARK,MAGO,Rare,0.35,1.31
2,Number C101: Silent Honor DARK,MP14,Ultra Rare,2.0,3.51
3,Number C101: Silent Honor DARK,LVAL,Ultra Rare,3.38,4.4
4,Number C101: Silent Honor DARK,LVAL,Ultimate Rare,3.38,13.27
0,The Agent of Mystery - Earth,GFP2,Ultra Rare,0.29,1.26
1,The Agent of Mystery - Earth,SDLS,Super Rare,1.19,1.61
0,Satellite Warrior,LDS3,Ultra Rare,0.98,1.46
1,Satellite Warrior,LED6,Ultra Rare,1.99,2.55
0,"Therion ""King"" Regulus",DIFO,Secret Rare,26.0,36.56
1,"Therion ""King"" Regulus",DIFO,Starlight Rare,29.69,35.74
0,Elemental HERO Neos,HAC1,Common,0.25,1.6
1,Elemental HERO Neos,SDHS,Common,0.29,1.32
2,Elemental HERO Neos,DUPO,Ultra Rare,0.67,1.99
3,Elemental HERO Neos,MGED,Premium Gold Rare,0.9,1.54
4,Elemental HERO Neos,POTD,Common,0.92,1.34
5,Elemental HERO Neos,SHVA,Super Rare,0.99,1.52
6,Elemental HERO Neos,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.72
7,Elemental HERO Neos,LCGX,Common,1.17,1.51
8,Elemental HERO Neos,DP03,Common,1.18,1.41
9,Elemental HERO Neos,RYMP,Common,1.19,1.46
10,Elemental HERO Neos,DL12,Rare,4.34,5.21
11,Elemental HERO Neos,DT01,Duel Terminal Rare Parallel Rare,9.94,17.34
12,Elemental HERO Neos,CT03,Secret Rare,9.99,25.27
13,Elemental HERO Neos,DTP1,Duel Terminal Rare Parallel Rare,250.0,250.0
0,Majestic Absorption,DAMA,Common,0.43,1.69
1,Majestic Absorption,MP22,Common,0.5,1.12
0,Joruri-P.U.N.K. Madame Spider,GRCR,Super Rare,1.09,1.74
0,Staysailor Romarin,MP22,Common,0.46,1.14
1,Staysailor Romarin,LIOV,Super Rare,0.99,1.72
0,The Executor of the Underworld - Pluto,GFP2,Ultra Rare,0.39,1.67
0,Ravenous Vendread,POTE,Common,0.29,1.64
0,W-Wing Catapult,SGX1,Common,0.54,1.17
1,W-Wing Catapult,DP2-,Common,0.58,1.33
2,W-Wing Catapult,EEN-,Common,0.75,1.25
3,W-Wing Catapult,LCKC,Ultra Rare,1.19,1.69
4,W-Wing Catapult,DR04,Common,1.74,3.17
0,Ghost Sister & Spooky Dogwood,MP22,Super Rare,0.66,1.24
1,Ghost Sister & Spooky Dogwood,DUDE,Ultra Rare,1.09,1.94
2,Ghost Sister & Spooky Dogwood,MAGO,Premium Gold Rare,1.24,2.27
3,Ghost Sister & Spooky Dogwood,DANE,Secret Rare,1.99,21.87
4,Ghost Sister & Spooky Dogwood,LART,Ultra Rare,7.5,14.25
0,Ghostrick Siren,BACH,Common,0.25,1.6
0,The Flute of Summoning Kuriboh,GFP2,Ultra Rare,0.54,1.26
1,The Flute of Summoning Kuriboh,RYMP,Common,1.13,4.46
2,The Flute of Summoning Kuriboh,LCGX,Ultra Rare,1.99,4.06
3,The Flute of Summoning Kuriboh,MDP2,Rare,2.8,6.04
4,The Flute of Summoning Kuriboh,AC19,Ultra Rare,2.83,7.48
5,The Flute of Summoning Kuriboh,DT04,Duel Terminal Normal Parallel Rare,5.71,15.0
0,Elemental HERO Sparkman,SGX2,Common,0.25,1.25
1,Elemental HERO Sparkman,SGX1,Common,0.49,1.43
2,Elemental HERO Sparkman,YSDJ,Common,0.99,2.38
3,Elemental HERO Sparkman,RYMP,Common,0.99,2.19
4,Elemental HERO Sparkman,TLM-,Common,1.09,1.65
5,Elemental HERO Sparkman,DP1-,Common,1.24,1.61
6,Elemental HERO Sparkman,YSD-,Common,1.29,1.7
7,Elemental HERO Sparkman,LCGX,Common,1.4,1.82
8,Elemental HERO Sparkman,DEM2,Common,1.53,1.94
9,Elemental HERO Sparkman,DR3-,Common,1.79,3.7
10,Elemental HERO Sparkman,YSD-,Ultra Rare,3.7,8.94
11,Elemental HERO Sparkman,EHC2,Secret Rare,5.08,1460.6
12,Elemental HERO Sparkman,LCGX,Secret Rare,5.44,9.83
13,Elemental HERO Sparkman,OPTP,Super Rare,69.89,69.89
14,Elemental HERO Sparkman,MF03,Normal Parallel Rare,805.0,3551.75
0,Icejade Aegirine,BACH,Ultra Rare,1.0,2.04
0,Bahamut Shark,LED9,Rare,0.62,1.2
1,Bahamut Shark,PGL3,Gold Rare,1.95,3.9
2,Bahamut Shark,OP13,Super Rare,2.69,4.3
3,Bahamut Shark,ABYR,Secret Rare,18.87,30.75
0,Evolution Burst,HAC1,Common,0.42,1.76
1,Evolution Burst,SDCR,Common,0.65,1.32
2,Evolution Burst,LEDD,Common,0.67,1.23
3,Evolution Burst,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.86
4,Evolution Burst,HA01,Secret Rare,1.24,1.7
5,Evolution Burst,DT01,Duel Terminal Rare Parallel Rare,15.17,15.17
0,Nordic Smith Ivaldi,BACH,Super Rare,0.57,1.23
0,Crystal Master,SDCB,Common,0.37,1.13
1,Crystal Master,MP19,Common,0.64,1.82
2,Crystal Master,FLOD,Common,0.98,1.64
0,Wroughtweiler,SGX1,Common,0.54,1.17
1,Wroughtweiler,LCGX,Common,0.99,1.78
2,Wroughtweiler,DP1-,Common,1.19,1.41
3,Wroughtweiler,CRV-,Rare,1.24,1.87
4,Wroughtweiler,CRV-,Ultimate Rare,1.24,1.81
5,Wroughtweiler,DR04,Common,1.48,2.74
0,Hydralander Orbit,POTE,Common,0.43,1.69
0,Senet Switch,TAMA,Rare,0.33,1.8
1,Senet Switch,CDIP,Common,0.83,1.59
0,Caius the Shadow Monarch,OP19,Super Rare,1.49,2.42
1,Caius the Shadow Monarch,SR01,Common,1.87,2.97
2,Caius the Shadow Monarch,BP01,Rare,1.98,3.5
3,Caius the Shadow Monarch,BP01,Starfoil Rare,1.98,3.76
4,Caius the Shadow Monarch,SDDE,Ultra Rare,2.48,5.73
5,Caius the Shadow Monarch,PGLD,Gold Rare,2.5,4.8
6,Caius the Shadow Monarch,GLD2,Gold Rare,4.52,10.54
7,Caius the Shadow Monarch,DL15,Rare,5.9,12.6
8,Caius the Shadow Monarch,TU03,Ultimate Rare,270.0,375.76
0,Naturia Pineapple,HAC1,Common,0.25,1.65
1,Naturia Pineapple,HASE,Super Rare,0.35,1.9
2,Naturia Pineapple,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.72
3,Naturia Pineapple,DREV,Secret Rare,2.29,4.61
0,General Gantala of the Ice Barrier,SDFC,Common,0.25,1.7
1,General Gantala of the Ice Barrier,HAC1,Common,0.25,1.12
2,General Gantala of the Ice Barrier,HA04,Secret Rare,0.49,1.62
3,General Gantala of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.13
4,General Gantala of the Ice Barrier,DT04,Duel Terminal Super Parallel Rare,2.44,4.06
0,The Revived Sky God,MP22,Ultra Rare,1.99,2.75
0,Magikey Battle,MP22,Common,0.25,1.12
1,Magikey Battle,BODE,Common,0.35,1.78
0,Code Exporter,GFP2,Ultra Rare,0.5,1.67
0,Machina Ruinforce,MP22,Super Rare,0.39,1.17
1,Machina Ruinforce,BODE,Ultra Rare,1.09,2.36
0,Supernatural Danger Zone,BODE,Super Rare,0.54,1.84
1,Supernatural Danger Zone,MP22,Common,0.99,1.13
0,Rose Spectre of Dunn,GFP2,Ultra Rare,0.29,1.68
1,Rose Spectre of Dunn,OP05,Short Print,1.79,4.88
0,"Blackeyes, the Plunder Patroll Seaguide",MP22,Common,0.25,1.13
1,"Blackeyes, the Plunder Patroll Seaguide",LIOV,Common,0.35,1.88
0,Reptia Egg,GFP2,Ultra Rare,0.39,1.59
0,Ancient Warriors - Savage Don Ying,DIFO,Common,0.41,1.77
0,Psychic Tracker,GRCR,Rare,0.41,1.71
1,Psychic Tracker,SAST,Common,0.99,1.91
0,Reinforcement of the Army's Troops,BLVO,Common,0.45,1.84
1,Reinforcement of the Army's Troops,MP22,Ultra Rare,0.54,1.15
0,Inzektor Hopper,GRCR,Rare,0.41,1.74
1,Inzektor Hopper,ORCS,Rare,0.8,1.52
0,"Therion ""Reaper"" Fum",DIFO,Common,0.33,1.76
0,Ties of the Brethren,KICO,Rare,0.33,1.54
1,Ties of the Brethren,GRCR,Rare,0.38,1.66
2,Ties of the Brethren,SR10,Common,0.65,1.95
3,Ties of the Brethren,SR05,Common,0.99,1.47
4,Ties of the Brethren,LDK2,Ultra Rare,1.0,1.72
0,Vernusylph and the Changing Season,POTE,Common,0.29,1.7
0,Performapal Popperup,LDS3,Common,0.54,1.15
1,Performapal Popperup,LED6,Rare,0.93,2.02
0,Nirvana High Paladin,GFP2,Ultra Rare,0.29,1.58
1,Nirvana High Paladin,TDIL,Secret Rare,3.74,8.33
0,Justi-Break,CDIP,Common,0.25,1.26
1,Justi-Break,SGX1,Common,0.25,1.18
2,Justi-Break,SDWS,Common,0.35,1.31
3,Justi-Break,SP02,Ultra Rare,1.64,5.55
0,Dinomorphia Shell,BACH,Common,0.33,1.62
0,Basal Rose Shoot,MP22,Common,0.54,1.14
1,Basal Rose Shoot,LIOV,Common,0.88,1.79
2,Basal Rose Shoot,OP17,Super Rare,1.43,2.61
0,Visas Starfrost,DIFO,Secret Rare,13.0,18.57
1,Visas Starfrost,DIFO,Ultra Rare,25.0,25.0
0,Marincess Pascalus,LED9,Common,0.41,1.12
1,Marincess Pascalus,MP21,Rare,0.54,1.83
2,Marincess Pascalus,IGAS,Super Rare,3.28,5.27
0,Dictator of D.,BACH,Super Rare,0.84,3.05
0,Number 71: Rebarian Shark,LED9,Common,0.41,1.72
1,Number 71: Rebarian Shark,CT14,Super Rare,1.98,3.99
0,Gunkan Suship Ikura-class Dreadnought,MP22,Common,0.42,1.14
1,Gunkan Suship Ikura-class Dreadnought,DAMA,Common,1.08,1.82
0,The Golden Apples,BP02,Rare,0.96,1.31
1,The Golden Apples,EGS1,Common,0.99,1.6
2,The Golden Apples,BP02,Mosaic Rare,1.09,1.31
3,The Golden Apples,LC5D,Rare,1.09,1.48
4,The Golden Apples,SS01,Ultra Rare,1.14,1.63
5,The Golden Apples,LEDU,Common,1.15,1.3
6,The Golden Apples,STP3,Common,1.49,1.79
7,The Golden Apples,STOR,Secret Rare,1.79,3.24
0,Destiny HERO - Plasma,MGED,Premium Gold Rare,0.25,2.06
1,Destiny HERO - Plasma,SGX1,Common,0.25,1.4
2,Destiny HERO - Plasma,RYMP,Common,0.35,1.6
3,Destiny HERO - Plasma,LEHD,Common,0.35,1.31
4,Destiny HERO - Plasma,DESO,Super Rare,0.69,1.77
5,Destiny HERO - Plasma,LCGX,Super Rare,0.78,2.73
6,Destiny HERO - Plasma,SGX1,Secret Rare,1.09,1.44
7,Destiny HERO - Plasma,CT04,Secret Rare,4.0,19.74
0,Borrelend Dragon,GFP2,Ultra Rare,0.99,2.47
0,Leafplace Plaice,BACH,Common,0.33,1.79
0,Master Hyperion,GFP2,Ultra Rare,0.5,1.69
1,Master Hyperion,SDLS,Ultra Rare,1.0,1.71
2,Master Hyperion,PGL2,Gold Rare,1.34,1.78
3,Master Hyperion,GLD5,Gold Rare,1.97,2.74
0,Live☆Twin Sunny's Snitch,MP22,Common,0.54,1.18
1,Live☆Twin Sunny's Snitch,DAMA,Super Rare,0.99,2.58
0,"Therion ""Lily"" Borea",DIFO,Secret Rare,3.89,6.86
0,Destiny HERO - Doom Lord,EOJ-,Common,0.25,1.46
1,Destiny HERO - Doom Lord,SGX1,Common,0.25,1.32
2,Destiny HERO - Doom Lord,DP05,Common,0.35,1.59
3,Destiny HERO - Doom Lord,LCGX,Common,0.49,1.88
4,Destiny HERO - Doom Lord,DR04,Rare,75.9,108.68
0,UFO Turtle,SD3-,Common,0.25,1.28
1,UFO Turtle,SGX1,Common,0.25,1.17
2,UFO Turtle,5DS1,Common,0.3,1.27
3,UFO Turtle,SDOK,Common,0.3,1.27
4,UFO Turtle,DB1-,Common,0.35,1.23
5,UFO Turtle,MRL-,Rare,0.35,1.25
6,UFO Turtle,DLG1,Common,0.35,1.3
7,UFO Turtle,SRL-,Rare,0.35,1.77
8,UFO Turtle,DL12,Rare,0.69,1.88
9,UFO Turtle,RP01,Common,0.69,2.8
10,UFO Turtle,LCYW,Secret Rare,0.88,1.81
